"","X","End_time","Finished","Respondent_group","Screening","Consent","Reason_nc","Check_group","Ob_lawyers","Ob_politicians","Ob_journalists","Ob_med_doctors","Ob_accountants","Ob_army_lieutenants","Ob_bankers","Ob_judges","Ob_detectives","Ob_scientists","Ra_lawyers","Ra_politicians","Ra_journalists","Ra_med_doctors","Ra_accountants","Ra_army_lieutenants","Ra_bankers","Ra_judges","Ra_detectives","Ra_scientists","Op_lawyers","Op_politicians","Op_journalists","Op_med_doctors","Op_accountants","Op_army_lieutenants","Op_bankers","Op_judges","Op_detectives","Op_scientists","Iq_lawyers","Iq_politicians","Iq_journalists","Iq_med_doctors","Iq_accountants","Iq_army_lieutenants","Iq_bankers","Iq_judges","Iq_detectives","Iq_scientists","In_lawyers","In_politicians","In_journalists","In_med_doctors","In_accountants","In_army_lieutenants","In_bankers","In_judges","In_detectives","In_scientists","Co_lawyers","Co_politicians","Co_journalists","Co_med_doctors","Co_accountants","Co_army_lieutenants","Co_bankers","Co_judges","Co_detectives","Co_scientists","Country","Year_born","Gender","Religiousness","Feedback"
"145",274,"6/30/2014 14:00",1,"Scientists",NA,1,NA,1,21,25,54,85,73,72,66,74,70,77,68,62,71,76,79,72,38,74,67,91,48,45,72,32,58,52,43,50,45,54,59,70,72,75,72,73,60,72,71,100,52,46,65,78,74,83,59,78,77,78,100,96,67,71,34,95,88,67,70,49,187,48,1,39,NA
"146",275,"6/30/2014 15:47",1,"Scientists",NA,1,NA,1,9,10,81,81,81,9,30,91,91,91,30,9,81,80,81,9,50,61,91,91,19,50,70,70,9,10,10,9,81,91,60,9,81,91,71,9,39,60,81,91,20,9,80,90,60,81,19,61,60,91,81,81,71,20,19,8,50,19,50,71,187,28,1,42,NA
"147",280,"6/30/2014 23:54",1,"Scientists",NA,1,NA,1,61,19,71,81,70,61,39,90,50,71,81,40,60,81,81,80,50,81,59,80,81,29,81,50,20,20,50,49,49,49,91,38,90,30,51,60,50,81,50,92,60,30,71,81,80,81,61,81,59,80,91,91,59,49,33,29,91,19,40,70,187,29,1,38,NA
"148",282,"7/2/2014 1:04",1,"Scientists",NA,1,NA,1,44,22,39,48,76,48,64,61,47,79,37,23,20,43,73,34,40,49,31,67,26,23,40,46,15,16,27,31,34,69,48,32,28,49,39,18,42,49,26,52,49,23,56,67,74,62,39,64,54,62,43,92,52,72,23,30,83,38,36,59,187,50,1,43,NA
"149",299,"7/4/2014 15:22",1,"Scientists",NA,1,NA,1,10,19,20,76,19,18,19,80,19,81,19,21,30,70,29,45,30,78,81,73,19,39,45,41,41,49,53,50,61,83,74,18,62,62,50,72,62,81,82,80,49,32,46,75,48,49,48,65,76,77,29,26,39,68,30,49,40,45,68,66,187,66,1,39,NA
"150",300,"7/4/2014 15:23",1,"Scientists",NA,1,NA,1,17,16,14,36,20,19,18,61,57,57,55,43,40,53,49,45,58,43,58,55,56,62,62,70,52,14,60,52,36,58,57,23,33,51,45,28,54,70,17,64,36,23,23,76,50,31,45,60,27,32,97,97,66,0,80,67,75,86,56,100,187,61,2,40,NA
"151",301,"7/4/2014 15:23",1,"Scientists",NA,1,NA,1,50,49,100,80,80,87,71,100,60,100,49,49,60,91,89,99,80,96,81,80,77,100,67,88,11,30,49,67,100,100,50,50,29,100,81,81,49,100,81,100,49,91,100,100,50,100,91,100,100,100,91,80,91,50,0,50,91,0,20,80,187,55,1,42,NA
"152",302,"7/4/2014 15:25",1,"Scientists",NA,1,NA,1,20,20,60,80,70,50,60,80,80,50,70,20,60,90,50,40,50,70,90,70,39,29,50,100,39,9,50,60,76,49,90,39,70,100,50,39,60,100,70,100,10,10,50,90,70,100,70,71,80,60,100,100,81,81,39,100,51,81,70,100,187,68,1,44,NA
"153",305,"7/4/2014 15:45",1,"Scientists",NA,1,NA,1,11,5,28,28,42,57,30,17,31,18,43,36,44,50,37,40,46,43,31,41,20,13,21,23,20,22,20,14,24,17,55,26,51,67,61,51,59,61,49,66,2,1,25,19,34,33,8,19,27,30,76,92,57,71,42,80,50,60,50,86,187,40,1,43,NA
"154",307,"7/4/2014 15:47",1,"Scientists",NA,1,NA,1,21,21,62,100,23,21,38,24,17,21,100,23,38,56,92,23,52,33,21,77,39,18,34,81,72,13,35,25,52,55,42,31,47,74,62,25,17,14,34,100,13,10,49,80,82,24,46,46,75,100,100,100,100,51,27,21,84,16,65,95,187,21,1,41,NA
"155",308,"7/4/2014 15:49",1,"Scientists",NA,1,NA,1,85,0,86,100,0,40,0,41,31,2,0,0,7,100,100,79,100,50,42,100,10,0,100,100,30,40,0,100,100,100,5,0,30,100,80,95,31,40,81,100,20,1,50,100,70,100,100,47,100,100,100,100,50,50,1,100,10,1,0,80,187,57,1,43,NA
"156",309,"7/4/2014 15:52",1,"Scientists",NA,1,NA,1,100,100,100,100,100,100,100,100,100,100,100,50,71,100,100,50,100,100,80,100,30,9,60,100,100,29,100,40,60,100,91,80,70,100,91,71,80,100,71,100,50,50,80,100,90,60,93,60,50,100,100,100,91,100,71,90,81,100,71,91,187,61,2,39,NA
"157",310,"7/4/2014 16:00",1,"Scientists",NA,1,NA,1,52,25,64,87,86,51,50,73,83,92,90,75,82,90,94,50,87,96,86,96,80,44,67,78,75,50,72,73,71,89,76,38,54,79,68,33,64,86,54,96,70,40,71,94,91,71,70,90,86,95,96,94,62,70,63,74,71,71,52,84,187,23,1,38,NA
"158",312,"7/4/2014 16:17",1,"Scientists",NA,1,NA,1,34,12,80,63,87,70,86,100,92,97,100,9,100,100,53,23,23,100,100,100,53,51,83,88,12,31,9,83,60,100,66,39,71,86,54,32,50,68,50,100,14,16,100,100,100,78,22,100,66,100,87,100,77,48,16,65,60,33,23,71,187,50,1,38,NA
"159",313,"7/4/2014 16:23",1,"Scientists",NA,1,NA,1,10,0,79,92,69,90,10,73,84,88,74,9,77,78,70,71,10,82,80,89,30,30,82,60,11,7,100,22,70,81,40,53,71,69,35,60,71,77,53,80,15,0,68,75,54,65,0,58,75,76,58,82,59,80,21,63,78,84,64,83,187,50,1,38,NA
"160",315,"7/4/2014 16:29",1,"Scientists",NA,1,NA,1,14,6,44,74,7,2,7,49,74,91,78,50,34,89,87,52,81,82,70,92,30,15,56,42,14,5,7,38,85,85,80,32,51,96,73,2,36,84,68,96,21,1,51,83,83,84,12,86,75,81,98,98,94,68,38,98,91,89,54,59,187,40,1,38,NA
"161",316,"7/4/2014 16:31",1,"Scientists",NA,1,NA,1,68,22,39,71,69,39,69,30,69,80,81,41,51,69,74,51,73,70,61,90,51,29,49,50,69,49,50,30,60,51,72,33,50,90,60,20,64,79,34,91,51,19,60,80,79,59,81,71,67,81,73,80,50,74,51,71,76,74,40,74,187,NA,1,39,NA
"162",319,"7/4/2014 16:43",1,"Scientists",NA,1,NA,2,86,59,71,89,89,82,72,91,90,97,71,55,61,97,70,61,71,61,86,97,62,48,77,86,81,64,82,65,79,92,68,75,88,85,66,60,64,89,64,95,54,73,78,86,71,70,51,83,51,90,86,92,82,61,61,88,84,62,81,94,187,10,1,38,NA
"163",321,"7/4/2014 16:53",1,"Scientists",NA,1,NA,1,19,20,19,40,49,50,60,49,19,29,49,19,40,50,50,50,20,50,20,29,50,29,39,9,50,9,50,19,50,9,80,81,80,60,81,80,50,80,81,80,9,19,29,50,29,50,19,50,19,19,49,80,80,51,29,50,79,29,50,80,187,22,1,43,NA
"164",322,"7/4/2014 17:01",1,"Scientists",NA,1,NA,1,80,40,70,91,82,72,71,81,80,95,79,46,51,90,81,76,50,90,69,98,61,45,82,80,75,85,80,80,81,92,65,57,60,70,62,80,64,90,53,89,50,29,24,85,80,81,20,85,69,86,87,98,70,53,40,88,78,40,49,86,187,23,1,40,NA
"165",323,"7/4/2014 17:06",1,"Scientists",NA,1,NA,1,8,0,8,100,51,52,9,100,8,100,100,100,100,52,82,0,100,0,71,49,100,0,10,100,0,0,77,100,73,58,17,0,3,83,0,2,14,77,79,98,51,9,98,72,53,11,11,100,92,100,100,100,85,0,0,0,0,50,54,85,187,48,2,44,NA
"166",326,"7/4/2014 17:14",1,"Scientists",NA,1,NA,1,47,16,67,93,94,80,83,91,94,98,50,31,25,85,72,39,82,82,92,99,51,18,54,91,52,16,87,24,72,97,62,41,28,94,62,20,43,81,76,98,49,3,49,76,87,77,54,92,89,93,82,86,63,83,35,27,88,50,35,95,187,50,1,41,NA
"167",327,"7/4/2014 17:22",1,"Scientists",NA,1,NA,1,29,51,21,52,80,10,70,51,80,70,84,29,60,81,80,15,72,91,70,18,23,73,86,54,35,24,24,34,49,56,68,89,56,68,75,57,66,72,61,75,68,29,48,71,87,51,71,92,59,59,63,70,58,8,18,7,9,9,30,42,187,48,1,42,NA
"168",328,"7/4/2014 17:30",1,"Scientists",NA,1,NA,1,28,31,49,86,61,49,76,75,81,86,60,34,69,76,47,37,65,71,89,87,47,30,69,72,48,35,78,54,69,87,52,52,50,52,52,50,50,52,52,52,15,17,22,50,57,80,22,56,18,61,75,89,77,97,43,39,89,42,52,69,187,57,1,41,NA
"169",331,"7/4/2014 18:07",1,"Scientists",NA,1,NA,1,91,3,50,81,90,81,73,91,85,86,80,9,51,82,91,86,70,85,81,91,51,20,51,70,25,30,50,66,51,71,76,1,50,86,60,80,50,81,60,90,25,5,29,91,81,80,70,91,50,91,61,100,95,50,15,76,71,10,30,91,187,37,1,39,NA
"170",333,"7/4/2014 18:50",1,"Scientists",NA,1,NA,1,49,21,91,60,28,44,21,52,50,85,87,48,84,90,65,67,65,86,67,89,59,18,82,58,28,19,48,69,47,80,81,32,73,84,55,55,67,83,55,89,62,20,82,88,87,88,53,86,73,85,78,75,67,81,43,79,76,83,39,87,187,36,1,39,NA
"171",334,"7/4/2014 19:37",1,"Scientists",NA,1,NA,1,60,15,82,67,97,47,16,94,86,94,73,80,83,69,73,80,85,83,79,87,74,78,86,58,56,82,63,43,92,98,74,77,75,75,59,81,77,72,87,89,67,30,93,91,80,92,71,88,91,79,91,94,79,78,49,55,74,28,66,46,187,62,1,39,NA
"172",337,"7/4/2014 20:29",1,"Scientists",NA,1,NA,1,86,53,74,76,65,75,75,87,76,74,96,57,76,85,86,77,66,97,96,77,45,6,65,45,25,5,37,75,56,76,66,27,76,78,46,57,54,95,84,97,34,7,37,67,45,96,46,88,68,68,65,84,85,43,57,57,75,45,65,56,187,53,1,38,NA
"173",338,"7/4/2014 20:37",1,"Scientists",NA,1,NA,1,80,19,80,80,91,81,29,81,92,92,91,39,91,90,92,92,70,91,92,100,81,9,80,60,49,50,19,71,60,91,80,80,80,80,80,80,80,80,80,80,80,18,80,91,80,91,80,80,80,91,90,100,90,40,30,80,80,30,30,80,187,28,1,44,NA
"174",339,"7/4/2014 20:58",1,"Scientists",NA,1,NA,1,75,49,76,62,19,20,76,60,26,76,27,28,28,76,28,29,48,76,75,75,72,50,76,82,30,28,73,61,69,91,80,40,50,90,80,80,80,80,80,87,82,82,82,81,80,81,81,82,82,84,63,71,31,59,22,52,92,69,70,84,187,59,1,39,NA
"175",340,"7/4/2014 21:06",1,"Scientists",NA,1,NA,1,1,20,44,100,48,7,8,90,73,100,87,33,32,84,52,70,78,89,77,100,36,27,48,21,23,51,30,19,59,89,36,60,48,71,39,41,49,40,40,95,63,51,62,61,44,62,42,78,48,66,82,100,79,100,6,58,41,61,47,100,187,62,1,41,NA
"176",341,"7/4/2014 21:24",1,"Scientists",NA,1,NA,NA,77,52,54,85,77,80,78,93,92,94,90,83,75,88,78,76,78,89,94,96,84,90,75,82,53,58,53,77,92,89,94,94,77,94,71,75,73,83,95,94,92,87,79,92,83,89,79,95,87,93,88,94,70,89,61,56,54,60,77,100,187,61,1,43,NA
"177",342,"7/4/2014 21:29",1,"Scientists",NA,1,NA,1,71,50,81,91,50,50,50,91,91,90,71,51,50,80,50,50,71,91,100,100,50,50,50,50,10,50,9,70,100,100,91,50,49,50,51,51,50,91,80,91,9,10,9,91,91,49,9,90,50,50,80,81,50,50,20,20,51,50,50,100,187,51,2,38,NA
"178",343,"7/4/2014 21:30",1,"Scientists",NA,1,NA,1,15,12,18,56,49,50,22,66,49,72,48,6,28,48,76,48,16,70,49,62,49,2,22,49,50,48,19,49,49,48,32,28,20,51,50,50,17,51,39,65,28,3,13,51,50,81,10,69,60,60,51,99,77,58,16,89,46,17,41,77,187,47,1,42,NA
"179",344,"7/4/2014 22:00",1,"Scientists",NA,1,NA,1,10,9,49,80,80,10,40,70,50,81,40,28,51,81,60,30,61,60,50,81,19,20,59,49,49,20,40,81,40,91,49,50,59,70,60,20,51,70,50,90,49,50,60,71,71,70,49,60,49,61,40,95,60,50,29,51,59,50,60,81,187,27,1,39,NA
"180",345,"7/4/2014 23:58",1,"Scientists",NA,1,NA,1,50,21,43,91,95,39,97,98,72,97,99,49,63,99,97,55,93,98,95,99,73,33,57,88,58,33,71,98,100,100,94,33,45,97,64,37,70,99,83,100,56,26,30,92,92,47,63,91,77,91,89,97,85,47,37,57,64,36,38,48,187,29,1,42,NA
"181",346,"7/5/2014 1:00",1,"Scientists",NA,1,NA,1,32,33,35,41,21,21,23,19,32,87,47,62,57,8,6,3,22,54,10,1,44,38,34,33,24,30,42,37,39,27,4,6,1,3,5,7,4,5,5,75,58,32,32,32,36,56,30,31,30,31,60,61,16,55,60,10,56,58,8,14,187,56,1,41,NA
"182",347,"7/5/2014 2:55",1,"Scientists",NA,1,NA,6,0,0,16,NA,91,4,19,22,9,80,91,24,54,81,90,39,91,91,30,99,3,1,29,4,4,4,4,5,14,70,81,73,57,81,70,40,50,83,15,100,80,9,91,80,70,69,70,90,71,91,97,99,61,21,48,29,20,19,10,97,187,37,1,38,NA
"183",348,"7/5/2014 4:07",1,"Scientists",NA,1,NA,1,30,21,76,83,95,53,76,74,61,76,59,30,78,84,91,71,88,61,76,90,43,21,51,66,36,40,35,56,80,71,62,29,67,90,80,52,73,78,72,92,67,21,71,81,90,80,78,60,47,67,91,93,48,62,17,43,88,79,82,75,187,39,1,39,NA
"184",349,"7/5/2014 4:27",1,"Scientists",NA,1,NA,1,67,2,72,57,40,6,10,78,60,78,91,10,60,70,51,29,49,100,90,80,6,23,91,34,7,7,2,15,3,94,75,20,39,79,57,18,33,80,42,89,59,100,99,100,52,2,50,100,71,100,80,68,12,4,7,94,19,9,25,49,187,38,1,42,NA
"185",352,"7/5/2014 17:00",1,"Scientists",NA,1,NA,1,12,8,75,87,92,87,31,97,88,97,26,2,54,75,89,27,18,97,98,98,8,10,53,54,68,20,20,98,97,66,20,13,62,94,53,16,29,29,59,95,4,3,43,93,63,70,4,80,73,92,68,83,64,46,20,50,30,31,55,46,187,45,1,38,NA
"186",354,"7/6/2014 3:14",1,"Scientists",NA,1,NA,1,26,6,35,73,77,88,11,60,80,71,69,10,30,72,40,29,70,51,76,98,50,9,30,85,50,41,50,60,40,71,61,8,49,58,16,22,70,84,58,89,27,6,58,91,39,90,12,60,87,81,73,96,63,22,25,73,95,20,30,49,187,57,1,43,NA
"187",358,"7/6/2014 19:05",1,"Scientists",NA,1,NA,1,71,49,49,81,90,69,94,81,70,98,91,49,99,100,91,69,61,89,70,98,59,59,91,80,59,59,59,70,60,89,70,50,81,80,80,70,70,71,60,98,71,49,97,80,90,19,49,80,80,90,69,94,59,94,59,96,60,96,59,69,187,46,2,42,NA
"188",359,"7/6/2014 20:53",1,"Scientists",NA,1,NA,1,35,5,53,81,40,26,50,70,87,95,45,9,64,66,25,26,27,96,96,97,25,5,87,86,25,5,25,44,35,96,60,70,60,61,20,29,20,62,61,60,50,2,19,60,81,81,71,91,60,91,80,98,91,50,45,4,19,19,40,71,187,58,1,41,NA
"189",362,"7/6/2014 23:22",1,"Scientists",NA,1,NA,1,68,49,76,76,78,71,65,77,87,96,56,29,75,76,77,62,60,71,76,94,65,50,76,67,59,49,61,71,76,86,50,40,50,75,68,60,61,60,69,92,61,31,81,71,71,60,61,60,71,91,80,87,76,59,48,90,74,69,67,88,187,51,2,38,NA
"190",363,"7/7/2014 3:20",1,"Scientists",NA,1,NA,1,50,19,80,80,49,81,19,80,91,91,29,19,70,70,19,49,19,49,90,91,24,25,69,62,17,50,19,30,68,70,60,59,59,59,59,60,60,60,60,60,19,9,80,80,59,91,18,71,80,80,96,91,81,80,69,81,100,60,71,91,187,51,1,40,NA
"191",365,"7/7/2014 13:56",1,"Scientists",NA,1,NA,1,81,10,19,70,91,49,80,84,60,71,95,70,49,81,75,81,60,90,81,90,29,20,60,50,9,4,9,50,29,70,81,60,60,95,80,39,39,86,60,95,29,9,19,86,71,91,81,92,75,70,97,92,73,50,9,76,19,9,60,86,187,66,1,43,NA
"192",366,"7/7/2014 15:24",1,"Scientists",NA,1,NA,1,19,15,40,65,50,50,49,71,52,64,49,9,40,50,60,60,30,60,50,51,50,10,51,50,29,30,40,61,70,61,17,14,46,68,50,35,52,61,65,68,9,9,40,70,49,60,29,70,50,70,67,85,56,58,26,56,37,45,64,66,187,53,1,39,NA
"193",367,"7/7/2014 15:53",1,"Scientists",NA,1,NA,1,96,9,95,75,100,100,100,80,91,95,91,30,90,100,100,100,100,70,100,100,50,10,80,75,50,30,50,50,100,75,90,35,70,90,81,75,90,90,85,95,10,10,50,60,25,75,10,50,50,75,100,100,100,80,50,100,100,20,20,75,187,61,2,42,NA
"194",368,"7/7/2014 16:03",1,"Scientists",NA,1,NA,1,91,80,80,80,71,71,71,91,91,91,91,91,80,81,71,70,70,91,91,91,80,91,80,91,71,71,71,100,91,91,91,91,70,91,80,71,71,91,91,91,50,49,91,80,81,81,81,91,91,81,100,91,91,81,80,90,80,81,80,80,187,57,2,43,NA
"195",369,"7/7/2014 16:58",1,"Scientists",NA,1,NA,1,20,30,50,70,50,30,30,70,70,70,30,30,40,50,50,20,40,50,70,70,30,30,50,50,40,20,30,50,50,50,40,40,50,60,50,40,40,50,40,60,40,40,50,60,50,40,40,70,40,70,60,90,70,50,20,60,60,20,50,80,187,NA,2,40,NA
"196",370,"7/7/2014 19:10",1,"Scientists",NA,1,NA,1,20,10,49,71,59,29,19,70,40,70,50,9,71,69,40,29,39,70,69,70,49,9,71,60,9,29,9,49,10,60,68,18,59,81,29,9,30,50,49,70,9,0,61,70,40,29,39,60,38,70,80,100,90,9,19,19,59,9,20,79,187,38,1,38,NA
"197",373,"7/7/2014 20:20",1,"Scientists",NA,1,NA,1,60,11,49,70,89,60,80,59,92,92,81,13,21,87,81,81,79,81,79,95,21,12,91,59,9,8,39,8,60,91,40,23,12,72,16,22,51,51,58,96,23,21,23,91,69,81,21,20,81,91,85,91,60,19,13,21,88,11,47,80,187,62,1,38,NA
"198",374,"7/7/2014 23:21",1,"Scientists",NA,1,NA,1,13,9,76,84,4,9,19,91,88,90,23,12,19,93,50,13,50,91,93,95,80,63,58,61,5,9,6,9,81,91,71,49,25,83,9,12,50,52,80,91,9,1,29,94,1,91,3,59,71,81,28,99,6,79,3,7,84,7,17,91,187,63,1,39,NA
"199",376,"7/8/2014 17:50",1,"Scientists",NA,1,NA,1,50,20,70,60,50,20,50,40,40,30,70,20,80,90,80,50,60,80,50,80,50,30,70,60,40,20,40,50,40,60,70,40,70,70,60,50,60,70,50,80,60,20,80,90,70,90,50,80,60,80,80,90,80,70,40,80,40,50,50,90,187,39,1,39,NA
"200",377,"7/8/2014 18:12",1,"Scientists",NA,1,NA,1,29,19,61,50,29,30,50,49,50,81,40,9,50,50,50,50,50,50,61,70,30,19,60,40,50,30,39,66,66,80,50,9,29,50,39,39,39,40,70,71,19,4,39,40,70,70,60,60,71,70,80,100,50,39,10,71,9,9,49,70,187,51,2,38,NA
"201",378,"7/8/2014 21:18",1,"Scientists",NA,1,NA,1,30,30,70,91,89,84,74,87,59,73,37,30,49,92,92,93,60,93,71,84,40,29,81,60,19,9,60,60,60,91,70,40,56,85,53,25,60,71,76,92,49,39,71,92,86,94,80,96,91,92,83,92,91,40,10,83,35,19,81,81,187,39,1,38,NA
"202",379,"7/9/2014 0:27",1,"Scientists",NA,1,NA,1,50,19,49,80,50,50,9,50,50,91,10,9,80,61,9,49,9,38,60,92,9,10,81,51,11,50,9,9,50,91,40,9,70,71,9,29,9,39,50,91,19,9,80,69,19,50,9,28,49,91,91,91,50,100,10,50,91,29,49,29,187,42,1,38,NA
"203",382,"7/10/2014 20:04",1,"Scientists",NA,1,NA,1,39,20,59,60,50,70,50,47,59,61,40,10,19,80,40,60,29,69,39,80,29,10,30,61,30,39,29,50,29,61,33,8,20,91,25,40,40,47,60,91,4,1,16,78,63,84,33,71,59,73,92,98,87,76,35,15,67,35,35,77,187,65,1,42,NA
"204",383,"7/11/2014 0:41",1,"Scientists",NA,1,NA,NA,23,1,19,60,61,47,45,80,60,60,60,4,19,60,60,60,60,90,50,5,50,50,50,40,50,50,50,50,70,70,50,33,57,50,52,50,50,58,58,58,30,1,14,40,40,50,10,50,20,40,3,5,69,71,5,80,2,65,95,70,187,64,2,38,NA
"205",403,"7/28/2014 17:38",1,"Scientists",NA,1,NA,1,2,1,2,39,71,54,60,2,45,66,4,2,4,21,58,36,57,5,6,45,35,1,36,5,2,13,3,4,35,92,31,2,32,47,44,29,35,39,19,94,1,1,8,40,47,62,3,3,1,63,96,94,63,86,3,88,5,76,50,45,187,51,1,42,NA
"206",405,"8/4/2014 21:44",1,"Scientists",NA,1,NA,1,81,50,50,91,60,60,50,91,81,91,60,50,50,91,50,60,60,91,92,91,60,60,50,80,60,50,70,80,70,80,70,70,70,70,70,70,70,70,70,70,80,80,80,80,80,80,80,80,80,80,100,91,70,100,50,60,70,100,70,100,187,62,2,39,NA
